,0,1,2,3,4
0,17405,Segmented Fan for 8mm Shaft,"A segmented propeller assembly for 8mm shaft. Segmented parts can be printed on most 3D printers. Shaft is locked to the propeller with a tapered locking bushing. 5-40 x 1.25"" screws and nuts for assembling the hub and blades. I used 4 epoxied in 3mm rivet nuts in the top hub to secure the tapered bushing and cone. You can simply thread the four top hub holes and use 3mm screws to secure the tapered bushing and cone to the top hub. The complete assembly gives you a fan diameter of about 200mm or about 8"".",29346,chris_call
0,17406,Ormerod 1 lower-mount,SummaryOrmerod 1 improved lower-mount The original one broke. I changed original design with fracture mechanic's in mind. added stress release features. it works for me.,61513,MechEng
0,17407,peeler handle,SummaryReplacement handle for peeler. Standard peeler blade- V shape,61513,MechEng
0,17408,Stackable Box (3 different designs),"SummaryStackable box, for bolts, nuts, or other stuff. 3 different designs",61513,MechEng
0,17409,Vase,SummarySmal vase,61513,MechEng
0,17410,scraper/spatula,SummarySmall spatula for removing prints from 3D printer,61513,MechEng
0,17411,Simple Vase,SummaryGirlfriend wanted an unbreakable vase,61513,MechEng
0,17415,SNL logo,"SummaryThis is my own version of the 3D-printed SNL logo. By the phrase ""my own version,"" what I actually mean to say is, ""I could not find the appropriate font, so here you go."" Please enjoy back-lighting this object with results similar to SNL's. I quadruple dare you, fancy printer people! :DPrint SettingsPrinter: XYZ DaVinci 1.0 ProRafts: Doesn't MatterSupports: NoResolution: .3Infill: 5Notes: I have not printed this object yet, since I have switched from the Solidoodle Workbench to the DaVinci 1.0 pro... only because I have not ordered the 'SNL Yellow' filament from Amazon.com yet. (I'm saving up for some 'Batman black' PLA and some very rubbery substance to make my first... ummm... cell-phone case. Yeah, that's it... cell-phone case.) Print at your own desired settings. The settings I've managed to make up here are for my own pleasure, not yours. However, I would recommend that you scale it to your own build surface, and please use quality filament from the US. (The filament they bring from Cuba is generally still wet, and will take years to dry out--assuming you own a drying kiln--which you do not.) Simply download and ignore all errors. Yell ""print, damn you!"", and it will work. Trust me.. worked great for me! (Even though I still don't have a roll of 'SNL Yellow ABS', and refuse to print this in black PLA or gray (or grey) Ninjaflex. It is up to you, Grasshopper.",42442,clint_campbell
0,17416,"""SNOW"" Grafitti tag",SummaryPrint of well reknowned grafitti artist Snow's tag,49383,obstacledaddy
0,17417,iPhone Charger Block Cover,SummaryiPhone Charger Block Cover,49383,obstacledaddy
0,17418,DeskPot,SummaryNice thing for you'r desk Scale up to 160mm wide for best results,42817,sohl
0,17419,Samsung NX-Mini Lens hood for 9mm,SummaryThis thing was made with Tinkercad. Edit it online https://www.tinkercad.com/things/1OWR8cdVnZ5,42817,sohl
0,17420,Samsung NX-Mini - Cemera Hard Case - 9mm,SummaryThis thing was made with Tinkercad. Edit it online https://www.tinkercad.com/things/gTrS4fmaIWE,42817,sohl
0,17421,Wing Knob for Photo Light Stand,SummaryThis thing was made with Tinkercad. Edit it online https://www.tinkercad.com/things/eXD56aedmsl,42817,sohl
0,17422,Cable Anti-Bending Thing for Apple 3.5mm Connector,"SummaryPrint with much, much love ;-) I used HDGlass filament because of it's flexibility. Nozzle 0.4 Layer height 0.1mm Fill 100% Speed 50mm/s Bed temp. 70 Brim 5",39650,"Me, Myself, I"
0,17423,DJI Inspire 1 Battery Heater,"SummaryREAD THIS VERY CAREFULLY BEFORE PRINTING!!! For safety reasons, it is critical to use the following printer settings (for PLA): Temperature: 210°C Layer: 0.1mm Use high quality cyanacrylate to glue the parts of STL-files 1 and 2. STL-File 1: Fill 50% min., speed 35 mm/s max. STL-File 2: Fill 50% min., speed 35 mm/s max. For the square cavity, support is very recommended. STL-File 3: Fill 100%, speed 35 mm/s max. These settings are necessary to ensure the high quality of the final part. Because of these settings, the printing process can take more than 15 hours, so be patient. If you modify these settings, do it allways with the purpose of ADDING stability to the parts! The thermal bags are not included in this project and must be purchased separately ;-)",39650,"Me, Myself, I"
0,17424,Industrial pipeline for wargaming Part #2,"SummaryIndustrial pipeline for wargaming Part #2 Industrial buildings for tabletop games like Warhammer 40K, Bolt Action, Dropzone Commander, Planetfall, Lands of Ruin and many more. This pipelines are the second part of an new set of industrial buildings. Stay tuned. Picture of the printed pipeline coming soon - at the moment (16./17.01.2016) the first print is at the munich maker lab booth at the make munich maker faire Part #1 - Industrial dome for wargaming http://www.thingiverse.com/thing:1147117 See also: Tabletop Bridge http://www.thingiverse.com/thing:932859 Container http://www.thingiverse.com/thing:951043Print SettingsPrinter: German RepRap NEORafts: NoSupports: YesResolution: 0,2 mmInfill: 15%",26940,Stefan Birghan
0,17425,Industrial dome for wargaming Part #1,"SummaryIndustrial buildings for tabletop games like Warhammer 40K, Bolt Action, Dropzone Commander, Planetfall and many more. This 2 Dome´s are the first part of an new set of industrial buildings. Stay tuned. See also: Tabletop Bridge http://www.thingiverse.com/thing:932859 Container http://www.thingiverse.com/thing:951043",26940,Stefan Birghan
0,17427,Space Wolves Stencil,"SummarySpace Wolves Stencil from the Warhammer 40000 Universe - WH40K. My first uploaded thing, hope you like it. Have fun and happy painting :-)",26940,Stefan Birghan
0,17428,Wordclock faceplate,"SummaryA wordclock faceplate for use with Adafruit's Timesquare watch kit! Full instructions for use can be found here: https://learn.adafruit.com/timesquare-wordclock/overview Special thanks to Andy Doro http://andydoro.com/wordclockwristwatch/ Custom metal faceplates available on Shapeways https://www.shapeways.com/product/LM5KE6JE3/wristwatch-faceplate-helvetica https://www.shapeways.com/product/6LGVB53SY/wordclock-faceplate-stencilPrint SettingsPrinter Brand: MakerBotPrinter: MakerBot Replicator 2Rafts: NoSupports: NoResolution: .18Infill: 20Notes: Prints good with Soft PLA at 40mm/s, 230C https://www.matterhackers.com/store/3d-printer-filament/175mm-black-soft-pla-threequarter-kg",27167,danowall
0,17429,Iphone5 stand Heart,"SummaryEasy printed Iphone5 stand with a shape of a heart. It was designed to fit a Iphone5 with a thin cover, it will work without cover as well but with a little bit more space.Print SettingsPrinter Brand: RepRapPrinter: Prusa I3Rafts: NoSupports: NoResolution: 0,2Infill: 20%",48630,PTibemo
0,17430,HelloBEEPrusa Adjustment for Bearing Covert,SummaryUpdated Part for Adjustment for bearing covert to HelloBEEPrusaHow I Designed ThisFor 3D Print HelloBEEPrusaDesigned in CATIA V5 for Upgrade your printer HelloBEEPrusa,50456,Special_Fx
0,17431,Tuskegee Airmen - 3D Design Challenge,"SummaryChallenge: Create and share a 3D design that celebrates the contribution of the Tuskegee Airmen and/or other African American Pioneers in Aviation and Space with the hashtag #TuskegeeAirmen. List this design as a source for your model. A search for 3D printable models related to the Tuskegee Airmen or other African American pioneers in aviation or space returns 0 hits. This is no surprise given previous experience searching 3D repositories for models related to Martin Luther King, Jr. http://designmaketeach.com/2014/01/16/3d-printing-martin-luther-king-jr/ The lack of models provides a rich opportunity for students, educators and 3d designers to make a significant contribution to the world. My contribution is a 3D printable version of the patch of the 332nd Fighter Group. The design uses an image from Wikimedia https://commons.wikimedia.org/wiki/File:Shield_of_the_332nd_Fighter_Group.svg which was edited in Inkscape and then imported and remixed in Tinkercad. Read the whole story about this design challenge at http://designmaketeach.com/2016/01/27/tuskegee-airmen-3d-design-challenge/ This thing was made with Tinkercad. Edit it online https://www.tinkercad.com/things/3Tgmnet8pUf",48931,DesignMakeTeach
0,17432,Rat Rod exhaust accessory for open rc formula 1 car,"..plain and simple..
add some flare to your ride with this Rat Rod style exhaust system...
layer height 0.20
infill 100%
support from build plate only( to support the pin.)",28058,delukart
0,17434,Big Tape Dispenser Roller Replacement,Replacement for Tape Dispenser Roller,16033,alexander_onghocgan
0,17435,Darth Vader Head Keychain,"Vader Head Keychain. 
original design by flowtastik",16033,alexander_onghocgan
0,17436,JUDGE hammer,SummaryNYHC band JUDGE.,49383,obstacledaddy
0,17437,Spinning top,Spinning top,18777,frederic_poignie
0,17439,60's Band Logos (Bundled Deal),"Logos of four iconic bands from the 60's:
The Beatles
The Animals
The Kinks
The Yardbirds
Each model comes with and without a stand version",16362,Endless3D
0,17440,Filigree Raven skull,"A Filigreed raven skull. The file is the skull in two halves oriented for printing.
This was printed at .2mm in abs",58605,Khera
0,17441,Hammer,mini hammer,61634,Abel B
0,17442,coffee grinder lid replacement,coffee grinder lid replacement,61634,Abel B
0,17444,Font cookie cutter,Filament: ABS,27599,Milena Bojović
0,17446,Crâne de renard,"Fichier original avec licence dans le ZIP version OBJ + tête et mâchoire séparées, 40 mm/s, remplissage=20%, support=oui, X=110.00 - Y=63.00 - Z=52.00 mm, peinture acrilique 
Thank for model :
 https://sketchfab.com/models/4b0c210209cd4d40ac5eb...
http://www.turbosquid.com/3d-models/red-fox-vulpes...",16432,Jean-Claude Hofer
0,17448,Traffic Cone for F1 Racer,SummaryI combined the dual extruder traffic cone into a single unit and scaled it to 200%. The base is 80mm by 80mm. I then created a rubber insert for the base made from Ninjaflex to give the traffic cone a nice rubber surface to keep it from sliding so easily. I intend to use several of them to layout a course for the F1 Racer http://www.thingiverse.com/thing:1193309,58020,Flashsolutions
0,17449,Formula One Race Car Pilot,"SummaryHaving built the Formula One Race Car at http://www.thingiverse.com/thing:1193309, I needed a suitable driver, so I scanned a bust of myself and sized it appropriately. Then added the helmet and face mask from Skimbal's post, combined it Simplify3D and printed it. I painted it with Testors paints and mounted it in my new F1 race car. Perfect!How I Designed ThisScanned my bust with Skanect software. Combined helmet and face mask in Simplify3D. Used Slic3r to remove the lower part of my body in the bust scan.",58020,Flashsolutions
0,17450,MK7 NinaFlex Adaptor,"SummaryI have a Prusa I3 with an MK7 extruder which I wanted to use to print Ninjaflex. If you have ever tried to print this stuff, you may have discovered it is like trying to push a wet noodle thru the extruder! The filament is so flexible and the distance between the gear and barrel will cause the filament to go anywhere but thru the nozzle. I decided to see if I could do something about that and as a result, I present to you, the Wet Noodle Adaptor... Okay, this thing looks pretty simple, but the tolerances are really really tight, so before you tackle this, make sure your bed level (goes without saying, but too many people skip this part). Slice the STL file with a layer height of .15mm with support. Bring your bed up to temperature. I use 115C on PEI. After the bed is up to temperature, set your Z axis so that you can slip a sheet of paper under it and it touches the bed and the nozzle just enough to move easily. First layer height is very critical for this part! Heat your extruder to 210C and load your ABS filament. Do not use PLA as the temperatures inside the extruder can get too warm for PLA. After printing the part, you will need to remove the little extra plastic covering the top hole for the filament and use a manual drill bit to clean out the rest of the filament hole. Remove the fan on your MK7 extruder. I have mine setup with a connector and the fan, heatsink, and spacers are glued in place so I can easily remove the fan to get to the inner works of my MK7. Slip the Wet Noodle Adapter under the gear and idler with the long side under the gear. You may have clearance problems with your grub screws holding the gear in place. If so, you can file little more flat spot on the shaft and turn the gear around to put the grub screws on the side closest to the extruder. Again, the tolerances are very tight. The adapter should fit snugly under the gear and idler with the idler lined up with the filament hole. You may or may not need to put a larger washer behind the idler. It's center must line up with the filament hole in both the adapter and the barrel. While pressing on the adaptor, make sure you can insert a piece of filament down thru the adapter into the barrel. Put the fan back on and test extrude a piece of any filament you like. If you got this far, you are ready to print Ninjaflex. I found it prints best at 10mm/s or 600mm/min. Slow is good. 240C Extruder temp. I reduced my flow rate to 95% and dialed down the speed to around 7.5mm/s and got a nice shiny finish on my F1 tires which took about 6 hours to print. Before starting the print, let about 15mm of ninjaflex extrude and start the print while it continues to ooze. If you wait too long, the filament will blob up inside the nozzle. That's why I start the print while it is still oozing and stringy. You can remove it after the print gets under way. Anyway, hope this helps some of you who have tried and failed to print Ninjaflex on your Prusa I3. See it in action... https://youtu.be/2pkTmWo1C0w https://youtu.be/2c8DDbqSJDQ",58020,Flashsolutions
0,17451,Formula One Race Car Tire Mold,SummaryThis is a tire mold for the F1 Race Car designed by Daniel Noree and uploaded by barspin at https://www.thingiverse.com/thing:1193309. I have used Ace Hardware 100% pure silicone in a caulk tube and Dawn Liquid Dish Soap for the catalyst while following instructions at http://www.instructables.com/id/Worlds-easiest-silicone-mold/Print SettingsPrinter Brand: RepRapPrinter: Prusa I3Rafts: NoSupports: NoResolution: .3mmInfill: 10%,58020,Flashsolutions
0,17452,SHANGHI CARD GAME,"SummaryThis is a set of parts for a card game that can be played for money or just for fun. It includes a one cent coin, a five cent coin, and a cup to hold the coins. The quantity of cups and coins can be printed as desired. I printed 1 large cup and 4 smaller cups sized at 80% of the original along with 42 one cent coins and 40 five cent coins which accommodates four players. The coin cups can be scaled if you prefer, as I did, to 80% to make 4 smaller cups and leave the cup at 100% to be used for the pot. Print as many 80% cups as you will have players, up to 7, maybe 8. The game requires two decks of card, three if 5 or more players. The rules for the game are as follows: For 4 players, I let the bank give out 4 five cent coins and 10 one cent coins to each player for a starting bank roll. If a player runs out before the end of the game, he/she can buy more from the bank. SHANGHAI – RUM A LA MARCELLE GAME RULES Everyone puts a nickle in the pot DEAL – 12 cards – 1 to 4 – 2 decks ---- 5,6, or 7 people – 3 decks JOKERS and TWO's are wild ACE can be high or low SET = 3 or more of a kind as in 4 hearts, 4 diamonds, 4 clubs RUN = 4 or more of the same suit as in 3,4,5,6 of Diamonds You may buy a JOKER by paying $.05 to the owner when it is laid down and by trading it with the card it represents. You cannot buy after you spread. Spread can only include the initial cards even if you have more, they have to be played on next turn. You cannot trade with other wild card. Anyone can claim the top of the discard pile but must also draw an extra penalty card from the staock without discarding. No new matched sets are allowed. After you spread, you can play on any player's sets. Each hand ends when a player has played all his cards. Loosers put a penny in for each card left in their hand. The winner takes the nickles, pennies, pot. FIRST HAND -------- 2 SETS OF THREE SECOND HAND ------- 1 SET OF THREE AND 1 RUN OF FOUR THIRD HAND -------- 2 RUNS OF FOUR FOUTH HAND -------- 3 SETS OF THREE FIFTH HAND -------- 2 SETS OF THREE AND 1 RUN OF FOUR SIXTH HAND -------- 2 RUNS OF FOUR AND 1 SET OF THREE SEVENTH HAND ------ 3 RUNS OF FOUR -- DEAL 13 CARDS FOR THIS HANDPrint SettingsPrinter Brand: RepRapPrinter: Prusa I3Rafts: NoSupports: NoResolution: .3mmInfill: 30%Notes: I printed the cups in clear PLA and the coins in contrasting colors, yellow on black and black on white. I edited the GCODE to insert an M600 command at the point where the text layer first begins. M600 pauses the print and lets you change filament if you are using Repetier. I printed five cent coins on one 200x200 bed and and 42 one cent coins in a second print. This provides enough coins for a game with 4 players.",58020,Flashsolutions
0,17453,iPhone 6s Mount for Cheap Jewelers Loupe,"SummaryThis is a microscope adapter for an iPhone 6s (no case) to fit cheap jewelers loupe found on Amazon.com. http://www.amazon.com/KingMas-Pocket-Microscope-Jeweler-Magnifier/dp/B00AQAANDS/ref=pd_rhf_se_s_cp_5?ie=UTF8&dpID=41BVhZEIEQL&dpSrc=sims&preST=_SL500_SR135%2C135_&refRID=0K3QYTNJ9PVJMJA1Y2KP Some gluing is required. The two halves will snap together and hold due to the filament diameter ridges, but you will need to glue the round loupe ring to the half which goes over the camera lens. Note: The lens on my magnifier has gotten something on it so the photo is not as clear as it should be. I have ordered another one to replace it.Print SettingsPrinter: Prusa I3Rafts: NoSupports: NoResolution: .3 mmInfill: 30%Notes: Print with PLA for stronger build.",58020,Flashsolutions
0,17454,Prusa I3 Z Axis Adjuster,"SummaryYou will need a couple of 3 x 20 mm adjustment screws to complete. I drilled a mounting hold in my existing Z endstop to allow it to be mounted on the stepper motor plate. I had to file a square area for the limit switch since it had to go on the other side. I suggest using PLA as it is harder and more stable than ABS. For the arrow component, make sure you start the threads so the screw goes in straight. I did this while still on the bed. Then when you thread it onto the adjustment screw, allow the screw to protrude about a quarter inch past the disc so that only the screw engages the limit switch. If you insert an M600 command at layer height Z=2.2, you can change filament colors to have a contrasting color for the arrow.How I Designed ThisI printed this at .2mm using Black and Yellow PLA. I inserted an M600 command at layer height 2.2mm to pause the print and change filament.",58020,Flashsolutions
0,17455,2016 Gimbal Stand with Tea Lamp,SummaryUsed the 2016 gimbal by ali55 to put on this stand which has provisions to hold a tea lamp. I added white text on black ABS to include my phone number for advertisement. Printed the gimbal in PLA yellow.,58020,Flashsolutions
0,17456,Da Vinci 1.0 Filament Oiler,SummaryThis is a Canola Oil oiler for the Da Vinci 1.0 3D printer. Glue it to the top of your extruder. Cut a slit in a cotton ball and apply Canola Oil. Wrap cotton ball around filament and stuff into receptacle. Lubricated filament helps to reduce extruder jams and cleans extruder as it prints.Print SettingsRafts: NoSupports: YesResolution: .3mmInfill: 30%,58020,Flashsolutions
0,17457,Happy Birthday Jack Cookie Cutter / Press,SummaryJust a simple cookie cutter and press for wishing my grandson happy birthday. Sketchup file provided so you can change the name if you like.Print SettingsRafts: NoSupports: NoResolution: .3mmInfill: 30%,58020,Flashsolutions
0,17458,Mah Jongg / Book Reader,SummaryThis thing is a reader accessory for the game of Mah Jongg. It contains a view port to isolate a given line of hands on a Mah Jongg Card. It can also be used with books.Print SettingsRafts: NoSupports: NoResolution: .3mmInfill: 30%,58020,Flashsolutions
0,17459,Stubby Ghost Door Stop Mold,"SummaryThis is mold for the Stubby Ghost Door Stop found at http://www.thingiverse.com/thing:1040524. For more information on how to make a mold, see https://blog.pinshape.com/how-to-generate-a-3d-printed-mold-for-an-object/ I actually prefer this method... It is much easier and less messy. http://www.instructables.com/id/Worlds-easiest-silicone-mold/Print SettingsRafts: NoSupports: NoResolution: .3mmInfill: 40%",58020,Flashsolutions
0,17460,Stubby Ghost Door Stop,"SummaryStubby was created from Jiffies Sketchup file to be shorter and fatter than the original. I also removed a hole in the ghosts belly. My door bottom is 34mm above the floor, so Stubby fits nicely there now and wards off other ghosts who have been known to haunt this house. Stubby fits openings from 1"" to 1 1/2"".",58020,Flashsolutions
0,17461,Hand and Foot Card Organizer,"SummaryHand and Foot is a card game played with 6 decks of cards. As such, we generally divide the cards into two draw piles and one discard pile. I have a 20"" lazy susan built into my kitchen table which makes it great for playing card games, so I decided to create a hand and foot card organizer to fit my lazy susan. If you are a Hand and Foot game player, you will find this project worth the time and effort to print. If you are not a gamer, you still may find some useful tidbits on printing techniques and such that you can use on other projects.Print SettingsRafts: NoSupports: NoResolution: .3mmInfill: rectilinear 45 degreesNotes: I am using a Da Vinci 1.0 printer updated to use Repetier .91 firmware and Simplify3D on a MAC to create the GCODE. If you use Slic3R, which a lot of people do, you can get by with 2 perimeters. If using Simplify3D, I would recommend 4 to 5 perimeters to prevent gaps from forming at the intersection of the walls.Post-PrintingFor a Glossy smooth finish, use an Acetone Vapor BathI like to give all my ABS pieces a nice shiny look, so I use an empty paint can purchased from Home Depot lined with paper towels held in place with magnets. The paint cans from Home Depot make a perfect vapor chamber and come with a lid that seals in the vapor. I soak the paper towels with Acetone just enough to wet them all the way thru. I apply the Acetone with a 60ml syringe which works well to wet the towel evenly. I cut the paper towels to fit the bottom of the can as well. I also picked up a 5 1/2"" glass mirror at the dollar store and trimmed the plastic edges so that the mirror can fit into the paint can. It had suction cups on the bottom which I removed and inserted stiff wires to be able to lift the mirror out of the paint can. I also line the top of the mirror with aluminum foil to keep any melted plastic from sticking to the mirror. The mirror just provides a nice flat surface for the aluminum foil. To cut the aluminum foil to fit, I place it on the paint can lid and run my thumbnail around the recess for a perfect cut.How I Designed ThisI started with a card holder by bdub_24 that I found here on Thingverse (http://www.thingiverse.com/thing:854289). I added playing card insignias (Spade, Club, Heart, and Diamond) on each of 4 surfaces. Then I designed a set of 3 trays to hold the card holders. Because the overall size of the completed tray is too large for my 200 x 200 bed, I broke the card tray into 3 ABS pieces which I then glue together with PVC cement. On the bottom of the card tray are indentations to attach rubber feet. Each of the three card holders takes approximately 2 hours to print. After printing, I place them in a cold Acetone vapor chamber and let them cook for exactly 2 hours which smooths the surface imperfections and gives it a nice glossy finish. I set a timer to make sure I remove them on time, otherwise they will melt too much. After gluing the 3 card trays together, I place the completed set into a larger cold Acetone vapor chamber for 2 hours. I have to use a different container for this as the tray is too large to fit into the paint can. Each card holder is glued into the card tray after the Acetone treatment has had time to harden back up, typically 10 to 12 hours later. I should mention that the large surface area of these parts makes it particularly difficult for the ABS to adhere to the heated bed, so I use an ABS puck to spread a thin film of ABS onto the bed before printing. I simply squirt a tablespoon or so onto a COLD bed with my syringe and run the ABS puck over the Acetone just before each print. After every 3rd print, I usually clean the bed by scraping the bed with a razor blade and maybe adding a bit of Acetone to loosen it as I clean it up. A clean surface gives a much nicer print and the thin layer of ABS makes the parts stick to the glass bed better than anything else I have tried. The completed print can even be removed while the bed is still hot. I scrub the residue from the bottom of the part with a wire brush. I should also mention that I am using a Da Vinci 1.0 printer updated to use Repetier .91 firmware and Simplify3D on a MAC to create the GCODE. Slic3R repaired some open faces in my STL files that Simplify3D could not fix, so I first saved the STL file from Slic3R before using it in Simplify3D. Without increasing the infill and using only 2 perimiters like Slic3R, Simplify3D could not print the tray without leaving gaps in areas near the intersection of walls. Slic3R lays down a solid rectilinear layer before laying down perimeters on top of gaping holes in honeycomb infill and can print with only 2 perimiters. But by increasing the number of external perimiters from 2 to 5, Simplify3D renders just as well. Something to consider if you are thinking about using Simplify3D.",58020,Flashsolutions
0,17463,DaVinci 1.0 Spool Hanger,"SummaryThis is a remix of http://www.thingiverse.com/thing:409100. This assumes you have a modified XYZprinter that can accept spools other than the original cartridge. The original spool hanger by Ranh316 was too small for the spools I use, so I started over using his basic premise. The spools that I use have an inside diameter of 59mm. These are 2LB spools that I order from eBay. The hanger was beefed up to support the additional weight. Bearings and end caps for the spool were created to give the spool less resistance and give the spool a centered area from which to rotate instead of dragging the spool over a rounded surface. A hex recess was added to the hanger base to fit a 4"" 1/4x20 bolt which then goes thru two bearing blocks that grip the spool and provide a smooth spool rotation. A small cutout is required in the top cover of the printer to keep the filament from slipping under the spool. I could have included a filament retainer in the print, but I had binding problems with the original version and found that an opening in the lid works better. Thread the filament from the right side of the spool as shown in the photo. Additional parts you will need are a 4"" 1/4x20 hex head bolt. Two 1/4x20 nuts, optional washers. Two 5/8 OD 1/4 ID bearings. Note: Bearings are a press fit. Use a vice to press them in place. You will need to print two copies of the bearing block. InstructionsThis will require supports since there is an overhang present. Print two copies of the bearing block. Bearings are pressed into place with a bearing press or vice as this is made to be have a very tight fit. You should cut a small rectangle in the lid of your printer to ensure the filament does not ride under the spool. Insert the 1/4x20 hex head 4"" bolt into the recessed area of the spool holder and secure with one 1/4x20 nut. Place one bearing block on the bolt and then put the filament spool in place, securing with the other bearing block and one more nut. Tighten securely. Optionally, you might want to use a wing nut on the outside end cap rather than a nut. Would make it easier to swap spools.",58020,Flashsolutions
0,17464,Scalloped Cookie Dunker Cutter,SummaryCutout scalloped edged cookies sized for perfect dunking. You might also like http://www.thingiverse.com/thing:890798 if you liked this one.,58020,Flashsolutions
0,17465,No Frills Cookie Cutter,"SummaryBy request, I made this cookie cutter to be 4"" x 1.5"". It makes an excellent dunkin cookie. You might also like http://www.thingiverse.com/thing:891901 if you liked this one.",58020,Flashsolutions
0,17466,LED Strip Lamp,"SummaryI had some parts left over from a project I did last year and decided to modify the T8 Led Lamp posted by Walter to fit the aluminum strip mount I had left over from the other project. The LED housing is aluminum and has a diffuser. One can easily make two LED lamps from the housing and diffuser as it needs to be cut in half. Parts list from Amazon.com in the photo. Strip LED lights come in a variety of colors. I ordered a AC-DC Converter 6/12/24V to 12V Full-bridge Rectifier to convert the 12volt AC adaptor to DC. It fit inside the opening in the base perfectly, but now I see there are 12VDC adaptors for around $4 on Amazon which would be cheaper and less work.",58020,Flashsolutions
0,17467,Left Center Right Dice Replacements,SummaryThese dice replacements are for the popular LCR game in case you loose one or more dice. You can always use poker chips to replace lost chips. Added Silhouette file to cut vinyl inserts for the dice.,58020,Flashsolutions
