,0,1,2,3,4
0,131,RockStone - Size7,"RockStone is a ring with passion. The frame looks like it has frozen the time and captured those spikes towards your finger. Feels like something is happening, but it's only captured in one frame - in a moment. Designed in Finland, made for you. This ring is size 7 (17.3 mm).
Find more sizes here: 
Size 6: https://pinshape.com/items/130-3d-printed-rockston...
Size 8: https://pinshape.com/items/132-3d-printed-rockston...",41,Salokannel
0,132,RockStone Ring (Size8),"RockStone is a ring with passion. The frame looks like it has frozen the time and captured those spikes towards your finger. Feels like something is happening, but it's only captured in one frame - in a moment. Designed in Finland, made for you. This ring is size 8 (18.2 mm).
Find more sizes here: 
Size 6: https://pinshape.com/items/130-3d-printed-rockston...
Size 7: https://pinshape.com/items/131-3d-printed-rockston...",41,Salokannel
0,133,Stripes Case (iPhone 4),"This is a snap case designed for iPhone 4/4s. Stripes are statement! Like in fashion stripes have always give strong message from it's owner. Scotch have it as national pattern, punks have also adopted them and it's basically always in fashion. Be proud and show it for the others! Designed in Finland, made for you.",41,Salokannel
0,134,Anchor - Coat rack,ANCHOR your coats! It uses classical benefits of 3d-printing with a simple design and idea. This version of coat rack is 25cm long. It includes half chain part in the end which you can screw to the ceiling or wall.,41,Salokannel
0,137,ACCO 2 1/2 ton GS(HO/1:87),Australian Army ACCO 2 1/2 ton GS(HO/1:87),39,vrocksnow
0,139,B5 Omega Class,B5 Omega Class,39,vrocksnow
0,140,B5 Nova Class,B5 Nova Class,39,vrocksnow
0,141,B5 Sharlin,B5 Sharlin,39,vrocksnow
0,142,B5 Thunderbolt,B5 Thunderbolt,39,vrocksnow
0,143,Breenship,Breenship,39,vrocksnow
0,144,BSG Berzerker,BSG Berzerker,39,vrocksnow
0,145,BSG Galactica,BSG Galactica,39,vrocksnow
0,146,BSG Pegasus,"BSG Pegasus
pictures are of the design printed in alumide.",39,vrocksnow
0,147,BSG Valkyrie,BSG Valkyrie,39,vrocksnow
0,148,Bush Fire Brigade Truck(HO),Bush Fire Brigade Truck(HO/1:87 Scale),39,vrocksnow
0,157,The Fight,"This is a 3D print of a drawing & sculpture that I did before I went to the dark side and became a techno dweeb. It's nice getting back into the artsy fartsy world. And now, with the 3D printer, I'll be modeling and printing several of my original pieces.",208,vrhax
0,158,GoPro Hero Picavet Kite Mount,"Although this picavet kite mount with captive pulleys for the GoPro Hero 3/3+ is designed for kite aerial photography as described on the Berkely KAP page (see http://www.arch.ced.berkeley.edu/kap/equip/picavet.html), it can be used for other applications requiring suspended rigging. Such as, for example, hanging your camera from a sailboat halyard. ",208,vrhax
0,159,Minbari Fighter,B5 Minbari Fighter,39,vrocksnow
0,162,bulldog XXL size,Printable in multicolor,219,miss3
0,167,Clamp Bush,3D Print design of Clamp Bush,291,rowforc
0,168,Defeature Part Valve,3d print design of defeature part valve,291,rowforc
0,169,Dust Pan,3d Print design of Dust Pan,291,rowforc
0,172,Easter egg square,"3d printable Easter egg,square design.",259,astonetech
0,173,Box,A set box that contains PCB inside.,296,Zhenzhao
0,174,Clamp,A unique clamp that can attach to string.,296,Zhenzhao
0,175,Adapter with multiple functions,"This can be used in kitchen,bathroom.Easy for you roll something,like paper,adhesive tap etc.",296,Zhenzhao
0,180,Heerkat Hug,art,347,jradcool
0,181,Glass to Flower Vase,Turn your simple Drinking Glass to an elegant Flower Vase,308,josephpaul
0,192,Monkey cartoon,monkey model,297,harikatt
0,194,Gears Case (iPhone 5),"This is a case that fits iPhone 5 or 5s. It features a multi-level gear design and the apple logo cut out.
If you would like this case made for any other kind of phone, please contact me and I will make that happen.",432,jennema
0,195,Fractal Pattern Case (iPhone 5),"Case fits iPhone 5 and 5s and features a fractal pattern. 
If you would like this case made for any other kind of phone, please contact me and I will make that happen.",432,jennema
0,196,Geometric Pattern Case (iPhone 5),"This case fits the iPhone 5 and 5s. It features a geometric pattern.
If you would like this case made for any other kind of phone, please contact me and I will make that happen.",432,jennema
0,197,Female Torso Vase,"Torso sculpture made into a vase. This model is approximately 8 in tall.
If you would like this item in any other size, contact me and I will make that happen.",432,jennema
0,198,Trefoil Knot,"My version of a classic trefoil knot. Approximately 6 in.
If you would like this item in any other size, contact me and I will make that happen.",432,jennema
0,199,Mobius Ring Keychain,This is a simple mobius ring made into a keychain.,432,jennema
0,200,Trefoil Knot- small,"My version of a classic trefoil knot scaled down to approximately 3 in.
If you would like this item in any other size, contact me and I will make that happen.",432,jennema
0,212,bulldog,Printable in multicolor too.,219,miss3
0,214,Diamond Ring,"3 Diamond Ring 6.5 mm Center Diamond and 5.2 Side Diamond.*
*Diamond not included.",270,zhaq
0,215,Single Diamond Ring(cross prong),Cross Prong Diamond Ring Finger Size 8.5(us) Diamond Size 6.5mm,270,zhaq
0,219,Iphone_Yin_Yang_Case,Case for iphone,39,vrocksnow
0,220,Freedom iPhone Case,"A tribute to the arab spring - The internet and mobile communication were crucial factors to the democratic movement. Like no other device the iPhone is a symbol for portable internet. I used traditional arabic patterns not only as a geographical reference, they also connect to the idea of freedom as in islamic art these patterns symbolise infinity. The word ""freedom"" is embossed in arabic type and covers the apple logo.",536,za
0,221,Rock Espresso Cup,The one and only rock'n'roll espresso mug. Thanks to the studded surface you'll never burn your fingers.,536,za
0,222,Wu-Tang Cookie Cutter,Wu Tang cookie cutter ain't nuthing ta fuck with.,536,za
0,238,Boost: An amp for your iPhone,"Meet your shower buddy. Your kitchen mate. Your social butterfly. Meet Boost. Boost is an affordable, portable way of amplifying your smart phone.",678,adieteper
0,246,GuerillaBeam Beta,"This is the old GuerillaBeam projector base unit. GuerillaBeam is not a toy, but a weapon of mass distraction. ""the most powerful gun you are allowed to print""
Current versions: 
v.58 currently recommended standard version
v.57x same, but with a second accessory rail at the top
v.49e slightly older but most compact version
GuerillaBeam features:
brightness and portability
long runtime
great image quality (depending on lens and light)
short bill of materials, parts are very easy to come by
print your own slides
print your own projector and accessories
By purchasing the GuerillaBeam Beta now, you will also get the 1.0 release version (""GuerillaBeam One"") which I will publish here soon. 
Please notice that your purchase will be under CC BY-NC-SA license, meaning you are allowed to COPY, REMIX and SHARE it as you like, as long as you give credit and do it in a non-profit way.
HowTo:
First, find a suitable LED (flash)light.
the flashlight should ideally project a uniform spot of 45mm (the 35mm slide image area) at the distance to the slide (which is also around 45mm).
Look for Cree XM-L T6 lights with 1000 Lumen (this means two LIIon batteries). XM-L2 lights are even better
a good  and affordable light is the SomeFire X8 (for example UltraFire X8).
Second: you'll need reasonably bright SLR lens (f/2.8 or better). The brighter the better! For starters: just pick any 135mm or 50mm, just don't pay more than 23 bucks.
Third: print adapters for light and lens.
Fourth and final: Just attach lens and a light and project away! (more detailed directions can be found at http://guerillabeam.net)
As time allows and demand dictates, templates for accessories are and/or will be available too, like:
Adapter for M42 and T2 lenses
tripod mount / quick release plate
Adapters for Pentax, Canon EF-S, Minolta, Rolleiflex and others (online soon)
Pistol grip with slide magazine
Flashlight adapters
flash adapter (planned soon)
slide on quick mount plates (online soon)
slide on NATO accessory rail (online soon)
Possibilities are endless, and my pipeline is currently full of ideas. You can also create your own extensions and variants of GuerillaBeam. I will publish all needed schematics. In case you need something specific you can just ask me. I also offer complete beamer sets for all purposes. 
Printing tips for printing with fused deposition modeling
I usually slice with Cura, and print on an Ultimaker Original (0.4mm nozzle) with ~60mm/s in PLA. I recommend 0.2mm layer height, 1.2 mm shells (3 walls) and 13% fill for reasonable printing times of around 4 hours. The base unit will hold lenses over 2kg without problems this way.
You can print usable projectors with 0.5mm nozzles and layer heights of up to 0.4mm, or at insane speeds, but you will have more cleanup work and worse ergonomics then
If you are interested in my current Cura profiles please drop me a line and I will put them online.",590,universalist
0,247,GuerillaBeam magazine grip,"This is a slide magazine that attaches to the prototype GuerillaBeam central piece as a pistol grip.
It fits into the bottom accessory rail and can accomodate for 23 slides.
Not perfect, but useable. Printing tips for filament printers:
Print with the text on the top side. This prevents layer separation on the dovetail.",590,universalist
0,248,GuerillaBeam Flashlight adapters,"UPDATE 2015-05-03: Updated adapters, new flashlights
This set contains adapters for the following (recommended) Cree XM-L LED flashlights.
TrustFire X8 (most recommended)
UltraFire X8 (quite similar to the TrustFire X8)
TrustFire Z5
SkyRay King (caution: hot, can melt PLA!)
ThruNite TN 30 (brightest, but hot - can melt PLA)
'PedalBeam' bike light (advantage of DC plug, overheats, hot - can melt PLA)
The following prototpye adapters are only included for historical reasons (unsupported):
UltraFire C8 (cheap light, bad projections)
TrustFire TR-3T6 (very large, very hot)
TrustFire TR-J18 (very large, very hot)
These adapters are intended for the GuerillaBeam projector, but you could use them to attach those lights to whatever you like.
Most adapters work the same: They are slightly bent open, and snapped on the front of the flashlight (after removing the flashlight front bezel, if possible). Locking is done by screwing a GuerillaBeam (or a compatible nut) on them. The adapters for the TN30 and the SkyRay King are screwed into the lights instead of their original bezel ring.",590,universalist
0,250,Severus Snape Bust 10inches,Portrait of Alan Rickman as Professor Severus Snape in Harry Potter movie series. This is a 10inches tall version. Hollow inside to save material with an escape hole at the bottom.,658,aiqu
0,251,Batman Arkham City Logo V1,"Download the logo of Batman Arkham City and 3D print the logo.
Size in millimeters is 167 (Length) x 73 (Width) x 3.81(Height) 
Size in inches is 6.5  (Length) x 2.9 (Width) x 0.15 (Height)",292,khantiger100
0,252,SLR Lens Adapters,"All these work the same: They are not screwed on, but can be bent open (slightly) and snapped on the lens. Locking the adapters is done by screwing a GuerillaBeam (or a compatible nut) on them.
This is much more robust than printed mechanical copies of the original mechanics.
These adapters are part of the GuerillaBeam, the worlds first 3d printed (portable) slide projector system. Please check it out, I even made a translation for it! :)
Printing tips:
Print with the screw thread facing upwards. 1mm shell and 23% fill are usually enough. Layer heights up to 0.3mm are possible, recommended value: 0.2mm. Printed successfully on an Ultimaker with PLA.
Regarding M42:
There are two versions for M42: One for older lenses (mostly before 1985) which exhibit larger undercuts with ~1.5mm height, and one for more recent lenses with smaller undercuts (~1.2mm).",590,universalist
0,254,Batman Arkham City Logo V2,"Download the Coloured logo of Batman Arkham City and 3D print the logo.
Size in millimeters is 167 (Length) x 73 (Width) x 3.81(Height)
Size in inches is 6.5 (Length) x 2.9 (Width) x 0.15 (Height)",292,khantiger100
0,256,Light Saber,Just a fun (generic) Light Saber.,442,cogspa
0,257,wall and ceiling corner design,This can be printed for wall and Celing or for Wall and Floor corner design,309,009OMSa
0,258,Wall and Ceiling corner design,This can be printed for wall and Ceiling or for Wall and Floor corner design. This can also be used for wooden corner design. ,309,009OMSa
0,262,Easter Bunny,"Captured by evil scientists and force fed radioactive chocolate in the corner of a festering lab, now the Easter Bunny has escaped. He's keeping all the eggs this year and what's more he wants yours back!
Designed to be printed in Multicolor material can also be printed plain.",696,mattba
0,270,Gravitas-Rings,"Finally, a clip version of the PapaGuard: The Gravitas Ring. Serious Ring or G-ring for short. Easy to clip on and off.
Only weighs 1.05 Grams!! Sturdy yet flexible. Stabilization of your Proto X, makes it fun for the whole family. Inlcuding your easily frustrated cousin.
Exemplar Circulus: Prototype Circles Over 1000 of the OG’s (Original Guards) and G-Rings now in circulation in over 18 countries!!! Continues to be the number 1 protection for your Estes Proto X or Hubsan Q4 in the world! Easily repaired in the event of a catastrophic collision. 
These propeller guards are just the thing to help you learn how to fly your new Proto X. Protects your little hover bug from bumps and tussles with inanimate objects. Stabilization of zippy, makes it less twitchy. Helps with orientation as well. Helps with the infamous banked turn. ",587,Papa_G
0,272,B-Clip,"These are clips that are designed to replace your canopy to allow use of a larger capacity, thus larger battery.
The Stock Size will accommodate a battery with the dimensions of 16mm wide x 7.58mm tall. Or about 5/8"" x 7/16"".
The Upgrade Size Battery Clip, will accommodate a battery with the dimensions of 11.5mm wide x 5.58mm tall. Or about 1/2"" x 1/4"".
The Upgrade version will hold the 150mah battery size snugly. The Stock version will hold a larger battery than The Upgrade, but at the cost of more weight. I have found the smaller 150mah sized batteries are the sweet spot.",587,Papa_G
0,273,PapaGuards,"The Original Guard redesigned for use with the Battery Clip. Lighter than the OG's. Modular and removable. Just snaps onto the square peg on top. And most important, it protects your Proto from the sudden stops that are associated with solid objects. 
This is for just the guard. This weighs in at just 1.05 grams. 
Clips in place. ",587,Papa_G
0,277,Halo/Tron Themed Case (iPhone 5),"Brought To You by Girgis Designs
Case for iphone 5
Download free",814,aniel Gir
0,278,Alien Faraonico,It is inspired in aliens related to the pseudo humans who had a long shaped head. Size 8cm tall,827,Romiko
0,279,Quad Alien,It is an alien quadruped. 8 cm tall.,827,Romiko
0,280,gbeam universal tripod adapter,"This model represents the shape of a generic 45mm (1 3/4inch) tripod quick release plate.
As such it can be used to attach something to a tripod, like a GuerillaBeam base unit.
It also has a smooth bore for (small) tripod screws (use a tripod screw and possibly some heat to cut the threads).",590,universalist
0,281,Demon Head Switch Plate,Dare you turn off the lights with this Demon Head Switch Plate?,442,cogspa
0,282,Rex,"This is Rex. Rex is a genetically created experiment that was grown in a lab. He was created by combining the DNA of an alligator and a gorilla. Being one of the early creatures created, he has many problems, including mis-shaped limbs and tumors growing all over his body. They keep him chained up in the dungeon as an example of what not to do with their future creations.
I originally created Rex for a class. I then made him printable for a design competition. Now I'm offering him to you. If you would like Rex in a smaller size, contact me and I will make that happen.",432,jennema
0,284,iPhone Case - Cattails,"This phone case will fit the iPhone 5 or 5s. It features a tree surrounded by cattails.
If you would like this case made for any other kind of phone, please contact me and I will make that happen.",432,jennema
0,285,Brick Dice Tower,"To help you roll dice fairly in games use a dice tower. This one is beautifully designed with a wide door to catch rolled dice that folds closed for storage.
This prints successfully on home 3D printers without support. PLA or other non-shrinking material recommended.",669,joealarso
0,286,Shogi iconified,"Shogi is one of the oldest variants of the game that we know as chess. It boasts some very cool mechanics like adding captured opponents to your army and piece promotion by flipping the pieces. However, traditional Shogi sets can scare away potential new players since you need to learn the Japanese characters for the pieces along with their moves.
This set solves both problems at once. Each piece has the name and an icon representing their moves. A blunt line from the sphere means that piece can move or capture one square in that direction. A pointed line from the sphere means that piece can move in as many unobstructed spaces as are available in that direction. The knight moves similar to it's counterpart in western Chess, except that it can only jump to the two spaces in front of it, and to one to the left and right, not the spaces sideways or backwards. Then when you get to the 7th rank flip the piece over to promote it and it's new movement is shown.
Board not included.
Setup and rules can be found at http://en.wikipedia.org/wiki/Shogi",669,joealarso
0,287,Coin Age 3D printed board,"This 3D printed version of the PnP board for Adam P. McIver's Coin Age game. This board has distinct 3D features for each zone and recessions for coins or 3D printed coin tokens (like https://pinshape.com/items/288-3d-printed-coin-tokens). The card size version takes up only slightly more space than the credit card size of the original board, if slightly thicker, but would still fit in a dress pants pocket.
For greatest effect change filament colors at regular intervals. Change the deluxe board every 6mm, change the card board every 2mm. Start with light green or yellow for the Plains of Kashe, then gray for the Silver City, then dark green for the Forests of Coindor, then tan or brown for the Copper Peaks and finally white for the peaks of the mountains.
Be sure to download and print out the rules for Coin Age to play with at bitly.com/CoinAgePNP",669,joealarso
0,288,Coin Tokens,"These coins can be used as replacements for games that use pocket change for tokens. They're designed specifically for Adam P. McIver's Coin Age (https://www.kickstarter.com/projects/michaelmindes/coin-age-a-pay-what-you-want-area-control-microgam), but they can also be use to play other games like Mapple (http://www.cheapass.com/freegames/mapple).
Each coin has unique elements to distinguish it. The coins are sized similarly sized to pocket change, ranging in size from quarter to dime, and are slightly thicker than traiditional coins (3mm thick) to make them easier to handle as tokens. Of course scaling is always an option (though the surface details may suffer if made too thin). One side has traditional numerals on it, the other side has roman numerals, but pausing the print and changing filament at the 50% mark to a different color is a way to make the sides even more distinctive.",669,joealarso
0,289,Fenix pd32 diffuser,Fenix pd32 diffuser,96,Flor
0,291,Max Von Sydow - 6inches,"Portrait of a Swedish-French actor, Max von Sydow. This is a 6inches tall version and hollow from inside with an escape hole at the bottom.
sid naique",658,aiqu
0,293,severus snape bust 6inches,portrait of alan rickman as professor severus snape in harry potter movie series. this is a 6inches(152mm) tall version. hollow inside to save material with an escape hole at the bottom.,658,aiqu
0,294,Bill Murray 3D,"Bill F*@&$ing Murray!
That's right, the legend is here, and this is your chance to take him with you everywhere! Whether you love Ghostbusters, Caddyshack, Scrooged, Groundhog Day or any of the other classics, this is the best way to show your love for one seriously awesome man.
 We designed him in color to make sure the 3D glasses could take full advantage of the awesome full color sandstone material.
Printing at home:
We printed this file off on a 5th Gen MakerBot Replicator using the following settings:
raft: yes
supports: no
layers: 0.15mm
shells: 2
infill: 10%
The print time was about 5 hours. 
ENJOY!",4,Pinshap
0,297,1:10 Scale Model - ArmChair 01,1:10 Scale model of Armchair. Hollow with 2mm wall thickness.,658,aiqu
0,298,1:10 Scale Model - ArmChair 02,1:10 Scale Model - ArmChair 02. Hollow model of Victorian Arm-Chair with 2mm wall thickness.,658,aiqu
0,299,1:10 Scale Model - ArmChair 03,1:10 Scale Model - ArmChair 03. Hollow model with 2mm wall thickness.,658,aiqu
0,300,1:10 Scale Model - ArmChair 04,1:10 Scale Model - ArmChair 04. Hollow Model with 2mm wall thickness.,658,aiqu
0,301,1:10 Scale Model - ArmChair 05,1:10 Scale Model - ArmChair 05. Hollow model with 2mm wall thickness.,658,aiqu
0,302,1:10 Scale Model - ArmChair 06,1:10 Scale Model - ArmChair 06. Hollow model with 2mm wall thickness.,658,aiqu
0,303,Omnishpere,"Utilized by specialized technicians known colloquially as ""Doormen,"" the mysterious Omnishpheres allow travel between branes, the occupants hopping from one sphere to another. Affixed in multiple universes at the same time long ago by an advanced, long-extinct species, the Omnispheres are immutable and can neither be destroyed nor moved from their coordinates.
This model is scaled to be compatible with 15mm (1/100) miniatures.",1031,utchmogul
0,304,Stovepipe Pete #Multiverse15mm,"Born from the mind of the mad tinkerer, Luciano, Stovepipe Pete was the firstborn of the Sons of the Empire and champion of the great nation of Harkland. A gentleman-knight of unmatched nobility and grace, this gentle giant towers over the battlefields of Orah, watching watching sadly as war tears his world asunder.
This part was made with Tinkercad. Edit the part online at: tinkercad.com/things/4C6IlEb6Twt",1031,utchmogul
0,305,"DARQ-9, 28mm Miniature","A sentient, self-replicating species of artificial life, the robots known as the Servitors have been in Nexus City for time immemorial. It is speculated that they were built to maintain the city works, though even the oldest Servitor has no memory of the time before the Ascendance, the event that elevated the Servitors to sentience.
This model is scaled for use with 15mm miniatures and is approximately 35mm tall.",1031,utchmogul
0,306,Star Chess Set,This part was made with Tinkercad. Edit the part online at: [tinkercad.com/things/de8tWJGoXFL](http://This part was made with Tinkercad. Edit the part online at: tinkercad.com/things/de8tWJGoXFL),1031,utchmogul
0,307,Steampunk Robot Chess,This part was made with Tinkercad. Edit the part online at: [tinkercad.com/things/85p2knNgHGD](http://tinkercad.com/things/85p2knNgHGD),1031,utchmogul
0,308,Headsman's Chess,"HOW TO PLAY HEADSMAN'S CHESS (Version 1.0): Headsman's Chess is played in same manner as a regular game of chess except in the following ways: Each player begins the match with a ""Headsman"" piece which they set up by swapping the hooded headsman for the heads of one of their pawns. The headsman moves and captures in the same manner as a king though counts as a pawn for all intents and purposes. When a player makes a capture with their headsman, the captured piece's head may be swapped onto any piece adjacent to the headsman (after the capture move has been made) transforming the adjacent piece (friend or foe) into the type that was captured. The headsman may itself be captured and have its head transferred in this manner as well.
This part was made with Tinkercad. Edit the part online at: [tinkercad.com/things/cK6xZm032Ne](http://tinkercad.com/things/cK6xZm032Ne)",1031,utchmogul
0,309,Evolution of Chess,This part was made with Tinkercad. Edit the part online at: tinkercad.com/things/1te1jgpYmDO,1031,utchmogul
0,310,1:10 Scale Model - Table 01,1:10 Scale Model - Table 01. Hollow coffee table with 2mm wall thickness.,658,aiqu
0,311,1:10 Scale Model - Table 02,1:10 Scale Model - Table 02. Hollow model with 2mm wall thickness.,658,aiqu
0,312,1:10 Scale Model - Table 03,1:10 Scale Model - Table 03. Hollow model with 2mm wall thickness.,658,aiqu
0,313,1:10 Scale Model - Table 04,1:10 Scale Model - Table 04. Hollow model with 2mm wall thicknes.,658,aiqu
0,314,1-10 Scale Model - Table 05,1-10 Scale Model - Table 05. Hollow Conference table with 2mm wall thickness.,658,aiqu
0,315,1:10 Scale Model - Table 06,1:10 Scale Model - Table 06. Hollow model of Conference room table with 2mm wall thickness.,658,aiqu
0,316,1:10 Scale Model - Table 07,1:10 Scale Model - Table 07. hollow model with 2mm wall thickness. Small unit with drawers is not attached to the main table and can be placed differently.,658,aiqu
0,317,1:10 Scale Model - Table 08,1:10 Scale Model - Table 08. Hollow dining table with 2mm wall thickness.,658,aiqu
0,318,1:10 Scale Model - Table 09,1:10 Scale Model - Table 09. Hollow coffee table with 2mm wall thickness.,658,aiqu
0,319,Pegasus,"This is my version of a Pegasus. It is about 4 3/4 in tall.
If you would like this model in a different size, contact me and I will make that happen.",432,jennema
0,320,25mm Brick Road Base for 25-30mm Miniature Games,"The title says it all! Made this so I could have some cool, unified-theme bases for my Table-Tactics force. Its 25mm wide and 3mm tall (not counting the brickwork), the same dimensions as your standard lazercut MDF bases. I made it in those dimensions as the MDF stock is usually what I use for my pieces, though with a little tweaking you could make it beveled, raise it a little, square, whatever you need.
Instructions
Printed in Sea Green ABS at plate/extruder temps of 110/230, 100% infill and a .10 layer height. Shown with Reaper model for example/size comparison. Painted with water based acrylics.",1031,utchmogul
0,321,3D Maker Gamer Logo,"Logo for my blog, http://3dmakergamer.blogspot.com/
There, I'll be documenting my ongoing efforts to utilize 3D printing for open-sourced tabletop gaming, and I'll endeavor to provide video tutorials as I get that little operation together.
Feel free to give me feedback, suggestions, requests, what-have-you.",1031,utchmogul
0,322,25mm Dungeon Floor Snap-Fit Base,"Designed these bases for my Reaper models. Snap-fits without any need for glue, and you can put weights or magnets inside.",1031,utchmogul
0,323,25mm Wooden Plank Base for 25-30mm Miniature Games,"The title says it all! Made this so I could have some cool, unified-theme bases for my Table-Tactics force. Its 25mm wide and 3mm tall (not counting the plank texture), the same dimensions as your standard lazercut MDF bases. I made it in those dimensions as the MDF stock is usually what I use for my pieces, though with a little tweaking you could make it beveled, raise it a little, square, whatever you need.
Instructions
Printed in Sea Green ABS at plate/extruder temps of 110/230, 100% infill and a .10 layer height. Shown with Reaper model for example/size comparison. Painted with water based acrylics.",1031,utchmogul
0,324,28mm Scale Omnisphere,"Hey, everybody! So, this is officially the biggest piece I've ever printed (pushed the limits of my plate in all directions). Its a backer reward for Ill Gotten Games' first Kickstarter campaign, the tabletop RPG, ""Wayfarer.""
This is a project that my friends and I have been working on for over 10 years now, and if you're interested in tabletop roleplaying games and would like to support us, I urge you to check it out here: https://www.kickstarter.com/projects/292543184/wayfarer-slipstream-rpg-adventures-through-the-mul
In Wayfarer, Omnispheres are structures left behind by a long-gone alien species that, if operated by a highly specialized technician known as a ""Doorman,"" may transport a party of adventurers to another Omnisphere located in a different reality. This is a massive terrain piece scaled for 28mm gaming (the top is even removable so you can put models inside).",1031,utchmogul
0,325,Adalinda The Singing Serpent Gaming Figure,"So extremely impressed with loubie's original model, I needed one scaled for use with my Pocket-Tactics models. Unsurprisingly, she printed incredibly well even at a much smaller scale. Approximately scaled for 15mm, but could really work for just about any scale. Thanks for the amazing model!",1031,utchmogul
0,326,Agent of the Downward Spiral,"First appearing in Dominion City, these terrorist cells of psionic super-soldiers work toward a still-mysterious agenda.
Scaled for 28mm gaming, this guy was designed in Sculptris and TinkerCAD. I'll be making modular versions with accessories soon.",1031,utchmogul
0,327,Astroman!,"An homage to one of my favorite games, Astroman, by StarQuail Games. If you have an Xbox, its well worth the download. Also check out Tiny Barbarian, which is equally fantastic.
http://www.starquail.com/",1031,utchmogul
0,328,Baby's First Mace,"Hear ye, hear ye! From ye olde 3D print shoppe... its a rattle for nerdlings!
I printed mine in two colors and assembled with a little superglue inside the rims of the mace head and pommel. For a truly baby-proof version, I'd suggest printing the second mace head (sealed) and putting the peas in while the print is about halfway there, thus entombing the rattle-y bits for all of eternity... or something.",1031,utchmogul
0,329,"Bad-533D, Servitor Convict","Description
NAME: BAD-533D SPECIES: Servitor ORIGIN: Nexus City
Once an independent guide for prospectors surveying the Salt Cliffs of Naraka, BAD-533D fell in with a bad crowd during his off-hours in the Nexus City services district. After an incompetent breaking-and-entering spree, BAD-533D was apprehended by Circle Securities and, in accordance with Servitor law, was reprogrammed to inhibit his capacity for free will. Now, BAD-533D fulfills his guide duties at the behest of a wealthy outfitter and has yet to relapse into his larcenous ways.
Model designed in TinkerCAD. 3D printed on my Makerbot Replicator and hand painted with water-based acrylics.
https://tinkercad.com/things/dTRvCv6ufUJ?display=2mhtjzV7AFt
This guy is my fifth entry for the 30 Characters Challenge.
http://www.30characters.com/
Instructions
Wow, this guy was a hoot...
so, printed him in PLA at a 230 extruder temp. .10 layer height, 10% infill, 2 shells, the ushe.
Each piece was printed in halves and assembled with superglue. You'll need two sets of medium sized legs for the front and one set for the back. Then I painted him in a few layers of water-based acrylics.
Enjoy!!",1031,utchmogul
0,330,"Blisterbelch, Scourge of Highhelm Reach","A really big troll. This guy is a character from our RPG we're developing over here at IGG. He's pretty massive (about 30' or 9 meters tall in 28mm or standard heroic scale gaming). This guy really pushed my build plate to its size limits. Enjoy!
Instructions
Printed in halves at a .1 layer height, assembled with superglue and modeling epoxy and painted with model acrylics",1031,utchmogul
